label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
0	886 m/(s^2)	0.7019	Robotics Engineering	reptile	0.2595	-0.5458	0.3296	1417	-387	0.7151	0.4075	2.3056
0	2309 m/(s^2)	1.2606	Bioengineering	reptile	1.3589	0.8051	0.0858	1490	-195	0.4129	2.9635	1.7706
0	290 m/(s^2)	0.1282	Bioengineering	fish, pig, rat	0.9868	0.2655	1.2899	801	1350	1.3484	0.359	1.0411
1	300 m/(s^2)	0.3403	Applied Mathematics	dog	0.7977	-0.2788	-0.4482	417	641	0.569	1.6881	-0.0337
3	-735 m/(s^2)	0.1954	Natural Language Processing	rabbit	1.237	1.471	-0.3549	1990	591	-0.2803	0.966	-0.2559
4	-178 m/(s^2)	-0.1737	Games and Playable Media	guinea pig	0.2144	-0.0447	-0.6825	95	-75	1.0276	-0.5023	1.9033
1	629 m/(s^2)	0.2781	Computer Science	cat, bird	0.8879	0.639	-0.8259	-747	841	0.6048	-0.3197	-0.1419
3	1044 m/(s^2)	-0.3251	Electrical Engineering	rabbit	0.9019	0.8966	0.2394	1562	1823	-1.3464	0.602	1.2875
4	-597 m/(s^2)	0.38	Computational Media	guinea pig	1.0723	1.119	0.1199	-1150	854	-1.1193	-0.3633	0.6874
0	1101 m/(s^2)	-0.1314	Statistics	reptile	0.802	0.0373	0.2945	1073	-1601	0.1388	2.1003	-0.7795
1	27 m/(s^2)	-0.2451	Computer Science	cat	1.1451	0.7805	-0.8277	756	576	?	0.7221	0.0927
0	1016 m/(s^2)	0.1563	Robotics Engineering	reptile	2.0506	0.9127	-0.4669	40	-648	-0.0189	0.5583	1.423
4	1424 m/(s^2)	0.5018	Computer Game Design	hamster	0.3821	1.4491	0.5035	2138	1244	1.741	-0.2092	1.3009
2	1919 m/(s^2)	1.3763	Human Computer Interaction	rat	-0.6928	0.3206	-0.1996	-173	-818	0.956	-1.3982	0.0775
4	728 m/(s^2)	1.1443	Computational Media	guinea pig	-0.0289	2.2332	0.5776	1511	1093	0.4056	0.5268	0.2799
3	-682 m/(s^2)	0.2107	Electrical Engineering	rabbit	0.083	0.6999	-0.1306	-83	1430	2.0963	1.3634	0.276
3	255 m/(s^2)	0.4393	Bioinformatics	rabbit	-0.0749	0.0389	0.3857	934	1310	0.6897	-0.934	1.1239
3	1773 m/(s^2)	0.0826	Bioinformatics	reptile	-0.4912	-0.5682	0.7803	-354	1179	1.5057	-0.1291	0.9161
4	-552 m/(s^2)	-0.4678	Computer Game Design	hamster	0.2031	1.9812	0.1737	-283	-190	0.6559	1.0627	0.9326
0	2064 m/(s^2)	1.5323	Computer Engineering	reptile	1.7075	-1.4727	-0.013	-276	450	0.0542	2.0389	2.2978
3	1287 m/(s^2)	1.0818	Electrical Engineering	chicken	0.5996	-0.9068	-0.4244	817	777	-0.1995	0.9041	0.9115
1	972 m/(s^2)	0.6395	Computer Science	dog, bird	1.295	-0.6604	0.0187	-360	518	1.207	2.099	-0.3603
1	2216 m/(s^2)	0.1554	Computer Science	bird, dog	?	1.3158	1.2483	839	-1818	-0.5834	1.1894	1.5099
4	1161 m/(s^2)	0.8342	Computational Media	hamster	-0.5127	0.8095	0.3712	562	1047	0.7664	-0.03	0.8689
2	662 m/(s^2)	0.3409	Technology and Information Management	ferret, pig	1.6193	0.0971	0.4889	827	1245	0.0431	0.8491	0.1234
3	870 m/(s^2)	1.3412	Bioinformatics	rabbit	0.3686	-1.1227	-0.9999	562	-640	1.0815	1.4143	0.6136
1	-18 m/(s^2)	0.1612	Applied Mathematics	dog	0.6153	-1.4532	-0.9846	182	-398	-0.0474	2.0978	-1.0519
2	-1060 m/(s^2)	1.2671	Biotechnology	pig, fish	0.7294	0.9455	0.1662	989	-1074	0.0117	-0.1331	0.4331
1	907 m/(s^2)	0.8462	Computer Science	dog	-0.8587	0.5193	0.2135	768	-113	0.0598	0.2822	1.2849
3	427 m/(s^2)	0.5589	Natural Language Processing	RABBIT	0.9605	0.3755	-0.3417	826	-810	0.8866	0.3219	2.6246
3	1630 m/(s^2)	1.3578	Natural Language Processing	chicken	0.0782	0.2065	-0.0615	720	501	0.0484	-0.3156	-0.8094
0	219 m/(s^2)	0.3963	n/a	reptile	0.8576	1.6127	-0.8435	1487	-1668	-0.6764	0.2902	0.9426
2	1141 m/(s^2)	0.7102	Technology and Information Management	fish	-0.1227	1.3035	0.19	524	39	-0.5133	1.2636	1.804
0	1297 m/(s^2)	0.9336	Bioengineering	reptile	0.184	1.5561	0.7616	290	1448	-0.2411	1.385	-0.0899
0	42 m/(s^2)	0.4731	Statistics	reptile	0.737	0.1612	1.1887	-169	323	0.4535	1.6295	-1.0621
4	852 m/(s^2)	-0.2979	Statistics	guinea pig	-0.4465	-0.3458	0.6578	-9	1312	-1.1727	-0.0515	0.4036
0	1237 m/(s^2)	-0.3348	Bioengineering	cat	0.3758	1.4567	0.7121	1833	-473	-0.1974	0.8602	0.7141
3	775 m/(s^2)	-0.1955	Electrical Engineering	rabbit	-0.0681	2.1095		11	-124	0.5849	-0.0399	2.8763
4	1148 m/(s^2)	0.7105	Computational Media	hamster	-1.3451	1.7813	0.3614	-443	933	1.1573	1.7647	0.3408
1	828 m/(s^2)	-0.8729	Applied Mathematics	cat	-0.154	0.7734	0.1689	1918	-2315	2.0025	1.4348	1.3049
1	211 m/(s^2)	0.6758	Applied Mathematics	dog, cat	-0.081	0.615	-0.4609	182	-656	-0.119	0.8591	-0.0944
4	302 m/(s^2)	0.5451	Games and Playable Media	hamster	-0.4653	1.9324	-0.872	330	-363	0.1473	0.6217	-0.6351
0	964 m/(s^2)	2.3685	Statistics	reptile	0.8772	0.1327	-0.3012	669	-1565	1.9576	1.6889	-0.4084
0	1605 m/(s^2)	1.352	Bioengineering	rat, ferret, pig	0.9589	1.2107	1.5486	224	127	-0.2977	1.2932	-0.1704
2	698 m/(s^2)	0.7109	Biotechnology	fish	0.6571	1.6259	1.7061	278	2568	1.4259	-1.1269	-0.2501
1	330 m/(s^2)	0.6733	Computer Science	bird, cat	0.9053	0.0258	-0.2843	759	457	0.381	1.1776	-1.0277
4	259 m/(s^2)	-0.946	Computer Game Design	hamster	-1.468	-0.0827	-0.9404	-424	770	1.4294	1.5098	-1.0307
3	-274 m/(s^2)	0.717	Electrical Engineering	chicken	1.1023	0.5093	0.0439	-2016	-194	-1.2314	0.5438	0.0963
3		0.4814	Electrical Engineering	rabbit	0.8995	1.5007	0.0561	1637	-252	-0.3836	-0.0342	-0.2186
1	198 m/(s^2)	0.6359	Computer Science	cat	0.9388	-0.5701	0.0138	546	-1550	0.9374	0.8859	1.7214
4	-25 m/(s^2)	0.8825	Computational Media	guinea pig	0.8621	0.273	None	1780	864	-0.4288	1.1639	1.1396
2	588 m/(s^2)	1.3984	Human Computer Interaction	fish	-0.8269	1.486	1.3751	263	2300	1.11	-0.1637	0.3626
1	-102 m/(s^2)	0.3483	Computer Science	bird, cat	0.2853	1.1743	-0.2881	1136	1347	0.0585	1.6403	-0.7642
4	-367 m/(s^2)	-0.2235	Computational Media	rat, fish	0.9193	-0.1111	0.4192	1424	-704	-0.1389	0.3865	-0.2024
1	430 m/(s^2)	-0.2687	Applied Mathematics	?	0.414	-0.2162	-0.2502	880	471	1.7536	-0.0634	1.227
1	1309 m/(s^2)	1.5101	Applied Mathematics	cat	-0.8298	1.8055	0.6737	523	-931	0.597	1.3506	0.7877
4	360 m/(s^2)	0.6572	Computational Media	hamster	0.7448	0.1782	0.8816	-44	-865	-0.5977	-1.0553	2.1538
0	180 m/(s^2)	0.3915	Statistics	reptile	1.2049	-0.9875	-1.1067	-1132	527	-0.6733	1.0122	0.1746
0	1056 m/(s^2)	0.7954	Bioengineering	reptile	-0.4504	0.3553	-0.9541	559	607	-1.7235	1.5578	0.8604
0	2480 m/(s^2)	0.702	Statistics	reptile	1.0534	0.2011	1.4423	1721	-111	-0.5989	0.8721	0.4546
1	578 m/(s^2)	0.5999	Applied Mathematics	cat	1.1322	-0.4219	-0.5616	-247	995	0.7233	0.55	-0.57
0	-1364 m/(s^2)	-0.3266	Computer Engineering	reptile	0.0745	-1.5185	0.5919	299	642	1.2409	0.6769	N/A
4	161 m/(s^2)	-0.0407	Computational Media	guinea pig	0.4048	2.1522	-0.1208	427	217	0.0154	1.3231	-0.1598
0	-658 m/(s^2)	-0.8159	Statistics	reptile	0.2816	-1.0127	0.6548	1521	-857	-0.408	0.6322	1.3204
3	504 m/(s^2)	0.8196	Bioinformatics	rabbit	1.5498	2.3529	0.222	809	689	1.2631	-1.1084	-1.3437
3	1022 m/(s^2)	1.2582	Natural Language Processing	rabbit	1.1488	0.4189	0.4717	146	-534	1.1826	0.3784	-0.4305
1	1600 m/(s^2)	0.3624	Applied Mathematics	cat, bird	1.1519	-0.478	-0.1966	978	552	0.7326	1.2434	-0.1644
0	-753 m/(s^2)	0.6805	Robotics Engineering	reptile	0.8905	1.0766	0.9931	-814	-734	-0.7128	1.4097	0.5993
3	124 m/(s^2)	1.2735	Natural Language Processing	chicken	-0.2039	1.5376	-1.0762	1731	-954	0.7613	0.1297	-0.1485
1	289 m/(s^2)	0.4288	Applied Mathematics	cat	0.6942	-1.0712	0.2638	1055	-374	0.5969	0.5525	1.0376
2	1425 m/(s^2)	0.0869	Technology and Information Management	fish, pig, rat	1.2673	-1.0131	0.3781	958	-231	-0.2423	1.4066	0.2477
4	202 m/(s^2)	0.1192	Computer Game Design	guinea pig	0.1966	-0.3626	1.4445	310	878	1.8289	0.6485	0.8755
0	260 m/(s^2)	1.4454	Bioengineering	reptile	0.8038	1.4542	0.3822	1040	-303	-0.4078	0.7988	0.3202
1	131 m/(s^2)	-1.0336	Applied Mathematics	dog, cat	0.3394	1.4688	0.8274	1412	1039	-0.2448	0.5247	0.9202
1	-726 m/(s^2)	0.4705	Computer Science	dog	0.53	-0.082	0.5359	287	-1349	-0.5071	0.2063	1.74
4	2882 m/(s^2)	0.4163	Games and Playable Media	guinea pig	0.0651	0.8291	-0.2623	369	311	0.3501	1.0237	0.6914
1	2091 m/(s^2)	1.0755	Applied Mathematics	dog, bird	1.8325	0.2909	0.9789	-559	383	0.3504	-0.7176	1.7471
3	-408 m/(s^2)	0.5089	Electrical Engineering	rabbit	1.9951	0.0579	0.6908	1575	-26	0.651	0.1438	2.2187
3	-1892 m/(s^2)	1.5399	Natural Language Processing	rabbit	-0.137	0.5021	-0.6922	-229	330	2.146	0.4948	-0.9566
1	54 m/(s^2)	-0.813	Applied Mathematics	CAT	0.0546	0.4429	2.0533	1304	164	-0.9411	1.2065	0.307
3	389 m/(s^2)	0.5602	Electrical Engineering	rabbit	-0.8712	-0.2952	1.7119	1557	-892	0.0932	-1.028	3.6441
4	860 m/(s^2)	-0.0778	Computer Game Design	guinea pig	0.8991	1.3884	0.4523	-1280	747	0.3937	0.3308	0.9828
1	588 m/(s^2)	-0.0294	Computer Science	dog, cat	0.6372	0.7402	-0.2971	1681	-3175	0.8169	1.2939	-0.5032
1	351 m/(s^2)	0.6275	Applied Mathematics	dog, bird	-0.1304	0.7418	0.7284	665	-2025	0.2185	1.5479	0.9055
4	2141 m/(s^2)	-0.2029	Games and Playable Media	guinea pig	1.2358	1.9864	-0.6123	-323	-545	0.8987	-0.2904	1.5253
3	933 m/(s^2)	1.0924	Bioinformatics	chicken	0.5063	-0.487	0.4335	861	114	1.414	0.0873	-0.0154
1		-0.3008	Computer Science	dog	0.5333	1.041	0.4213	1186	450	-0.0495	1.6343	1.7517
2	-115 m/(s^2)	1.6068	Human Computer Interaction	ferret, pig, fish	0.0604	-2.118	-0.2396	168	434	0.093	-0.073	1.8173
4	942 m/(s^2)	-0.0745	Games and Playable Media	guinea pig	0.1618	1.8461	-0.5068	1900	54	-0.1376	-0.5892	1.8832
3	334 m/(s^2)	1.0954	Electrical Engineering	rabbit	0.918	-0.6696	1.2937	922	246	0.1305	-0.6364	1.1909
2	-263 m/(s^2)	0.7172	Human Computer Interaction	fish	0.3926	-0.0478	0.4092	461	1606	-0.6483	-0.1953	0.7182
3	413 m/(s^2)	0.8288	Electrical Engineering	rabbit	None	1.9631	0.2468	507	-2513	1.2929	0.569	0.9882
4	630 m/(s^2)	0.7557	Computational Media	hamster	-0.0574	1.0292	0.126	1389	1375	-0.978	0.3051	0.4755
4	-617 m/(s^2)	0.5606	Computer Game Design	guinea pig	0.1804	1.4246	1.0582	446	144	0.352	1.2363	1.2542
4	1439 m/(s^2)	0.7936	Games and Playable Media	hamster	1.0814	1.0665	-0.5048	458	427	-0.1282	1.28	1.4721
2	-432 m/(s^2)	1.8048	Biotechnology	fish, pig	0.1862	1.6932	1.2468	2005	-16	0.4456	-0.173	1.4143
2	1368 m/(s^2)	1.6564	Human Computer Interaction	ferret	0.0723	-0.4818	1.5144	1427	2090	1.3338	0.2521	1.1758
3	2612 m/(s^2)	-0.4818	Electrical Engineering	chicken	-0.058	-0.4396	-0.9676	1082	2	-0.0488	-0.8081	0.2844
3	-218 m/(s^2)	1.1241	Electrical Engineering	chicken	1.032	0.0706	-0.3433	1774	-1284	0.3613	0.636	-0.7227
1	342 m/(s^2)	0.9674	Computer Science	dog, bird	0.7013	2.1173	0.382	-262	929	0.0955	0.5654	-0.3659
2	-136 m/(s^2)	1.0482	Human Computer Interaction	fish, pig, rat	0.5754	0.9183	0.6015	812	2118	1.3149	1.5819	0.232
3	552 m/(s^2)	1.1166	Natural Language Processing	hamster	0.5592	0.1888		197	-736	0.2112	0.1652	2.0256
3	1216 m/(s^2)	1.3199	Electrical Engineering	chicken	0.5874	-0.0757	0.4439	1704	-244	1.1277	-0.8291	-1.4626
1	1536 m/(s^2)	-1.1735	Computer Science	hamster	2.4568	2.2604	-0.5899	276	317	0.0158	-0.4189	-0.0911
1	1387 m/(s^2)	1.0914	Applied Mathematics	bird, dog	0.5239	0.5948	-0.4978	1428	-782	1.8234	0.6146	0.7454
1	2008 m/(s^2)	-0.1389	Applied Mathematics	dog, bird	0.6057	1.0438	0.6485	139	694	0.2847	2.6845	-0.7016
3	1294 m/(s^2)	0.7794	Bioinformatics	reptile	0.053	-1.0434	-0.8706	1301	756	0.4956	-0.4565	-0.0726
3	999 m/(s^2)	1.0119	Natural Language Processing	rabbit	1.0278	0.4249	-1.7919	805	-537	0.3025	0.4461	0.52
3	-158 m/(s^2)	-0.1381	Bioinformatics	cat	-0.8807	0.0812	0.0461	1372	193	1.0827	-1.4969	1.1501
1	951 m/(s^2)	0.0373	Applied Mathematics	dog, cat	0.9915	1.0344	0.2085	-924	1081	-0.0675	2.287	0.72
4	-950 m/(s^2)	1.0208	Games and Playable Media	hamster	1.1781	1.6301	0.749	1910	2664	0.339	0.5874	2.0694
4	1255 m/(s^2)	0.167	Computational Media	hamster	0.3415	0.9652	0.6586	1286	-183	0.9653	0.2883	0.623
3	-436 m/(s^2)	0.6637	Bioinformatics	chicken	-0.1175	-0.8553	-0.3133	13	NULL	1.1101	-0.8226	0.4225
3	1281 m/(s^2)	0.38	Bioinformatics	chicken	2.1876	-0.0907	0.632	45	-1024	0.1105	-0.304	-0.9861
1	1626 m/(s^2)	-0.4247	Technology and Information Management	cat, bird	1.8791	1.9096	-1.6639	-773	-55	1.8959	1.4362	0.6529
3	767 m/(s^2)	-0.483	Human Computer Interaction	rabbit	1.1313	-0.3094	-0.2069	2127	1310	0.1096	-0.4488	1.4534
0	54 m/(s^2)	1.0076	Data Science	reptile	1.2406	0.6583	1.0195	50	188	-0.0673	-0.5699	-0.0936
0	79 m/(s^2)	0.9775	Computer Engineering	reptile	0.9267	-0.2648	0.7051	-190	721	0.6536	1.2544	1.0696
4	-523 m/(s^2)	0.734	Computational Media	hamster	1.308	0.948	0.8261	200	305	-0.2616	1.1913	1.8969
0	1424 m/(s^2)	0.1963	Computer Engineering	reptile	-0.8295	-2.208	0.0959	534	-113	1.4472	0.0652	0.647
2	793 m/(s^2)	0.9197	Computer Science	ferret, pig	0.9508	-0.8682	-0.3733	725	-856	-0.3539	0.9693	-0.414
4	1868 m/(s^2)	0.2216	Computer Game Design	hamster	-0.801	2.15	-0.508	328	799	0.8699	2.0705	1.8456
1	114 m/(s^2)	0.7281	Applied Mathematics	dog	-0.2654	0.1995	-0.1951	-111	1561	0.0935	0.7769	0.7474
1	-621 m/(s^2)	0.5305	Applied Mathematics	bird	2.0125	-0.9936	0.7955	1519	None	1.0029	0.517	-0.4993
1	-393 m/(s^2)	0.1393	Applied Mathematics	bird, dog	0.4089	-0.9792	0.3878	1308	-985	-0.8838	1.2481	0.7897
0	757 m/(s^2)	-0.1155	Data Science	reptile	1.3512	0.427	-0.9224	1394	591	0.1572	1.0206	-0.6562
3	218 m/(s^2)	1.9619	Electrical Engineering	rabbit	2.0979	0.0599	-1.1668	-35	999	1.1217	0.2333	-1.9269
2	664 m/(s^2)	-0.07	Technology and Information Management	pig	0.2461	0.215	0.4561	1649	591	2.5667	-0.0563	0.0632
2	418 m/(s^2)	-0.1277	Technology and Information Management	fish, rat	0.1878	0.2479	0.3143	-370	2430	0.1721	-0.4412	1.762
2	-214 m/(s^2)	0.6611	Human Computer Interaction	FERRET	0.6352	1.3281	1.5098	-764	1106	0.1135	0.1764	-0.7138
1	1001 m/(s^2)	0.1277	Computer Science	chicken	-0.4383	1.4771	0.016	709	-455	-0.1084	1.2288	-0.7139
4	1707 m/(s^2)	-0.385	Computer Game Design	hamster	-1.3277	1.3024	1.4077	-1399	-459	0.5552	0.7249	2.6114
0	-723 m/(s^2)	1.2339	Data Science	rat, fish	-0.5767	1.714	0.7444	-458	-292	-0.6979	-0.2575	1.1944
0	895 m/(s^2)	0.3065	Computer Science	reptile	1.0303	0.7327	-0.1154	905	941	-0.6954	0.5529	0.6267
0	858 m/(s^2)	0.2786	Statistics	reptile	1.1186	0.7519	-0.5016	892	-2094	-0.0446	0.2976	1.2591
1	958 m/(s^2)	0.1313	Applied Mathematics	bird	0.0725	0.2919	0.2476	-473	-929	-0.3327	0.8981	0.2494
2	-436 m/(s^2)	1.0251	Human Computer Interaction	pig, ferret	0.2837	0.3383	-0.433	447	-1610	NULL	-0.3336	0.3625
4	2113 m/(s^2)	-0.4843	NULL	hamster	0.9361	0.3241	-0.0655	370	1359	0.442	0.8848	-0.5324
2	286 m/(s^2)	0.1341	Biotechnology	rat, fish, pig	0.3924	0.7681	1.0602	-2206	591	0.3944	0.7593	1.859
3	-872 m/(s^2)	0.9183	Natural Language Processing	rabbit	1.6499	0.396	0.9417	1786	-1432	1.4876	-0.6091	0.0336
0	-631 m/(s^2)	-0.2297	Data Science	reptile	-0.5771	1.064	0.4267	199	-235	0.6203	0.5322	1.5014
3	150 m/(s^2)	0.1439	Electrical Engineering	rabbit	0.5846	0.3618	-0.6007	555	-341	1.1763	-1.0092	1.1872
2	1969 m/(s^2)	0.7564	Technology and Information Management	ferret, pig	-0.1146	1.6007	1.0742	-283	1105	1.3382	-0.3908	0.8172
3	-111 m/(s^2)	0.4015	Bioinformatics	rabbit	1.9506	0.0085	-1.045	678	255	-0.7177	-1.471	-0.6735
3	338 m/(s^2)	-0.1413	Bioinformatics	chicken	-0.4797	1.3414	-0.3993	1405	-1725	0.7216	0.7126	2.9958
2	-589 m/(s^2)	0.1324	Biotechnology	rat, ferret	-0.4218	1.3866	1.1727	1118	-126	2.5926	0.327	1.2211
4	1104 m/(s^2)	-0.3078	Computer Game Design	hamster	0.8949	-0.5096	0.07	305	1097	-0.8056	2.3063	0.1398
3	808 m/(s^2)	0.407	Natural Language Processing	chicken	1.6845	-0.1808	0.3109	350	-658	2.3329	-1.6855	0.9141
2	-781 m/(s^2)	0.8127	Biotechnology	reptile	0.9297	0.9099	0.2657	309	136	1.9049	-0.1232	0.1827
3	1331 m/(s^2)	1.1039	Bioinformatics	rabbit	0.3567	0.0609	0.2457	-221	1309	0.5432	-0.1138	1.3045
3	833 m/(s^2)	0.3674	Bioinformatics	chicken	0.8317	-1.0117	0.4573	-195	725	2.0279	0.2248	-0.8631
4	1206 m/(s^2)	-0.5933	Computer Game Design	hamster	-0.8495	-0.2571	-0.2386	-946	2272	-0.4725	0.1198	-0.783
0	169 m/(s^2)	0.8176	Computer Engineering	reptile	0.6786	0.5009	0.7871	402	1139	-0.7101	1.5543	-0.932
2	-912 m/(s^2)	1.2229	Biotechnology	ferret, pig	1.44	1.0681	0.4998	569	1811	0.968	-0.3806	-1.4308
1	879 m/(s^2)	0.6724	Applied Mathematics	dog, cat	-0.0969	0.4055	0.5009	541	74	-1.0467	0.8662	0.0362
0	1172 m/(s^2)	-0.8808	Bioengineering	reptile	1.2187	2.0551	-0.1488	178	-672	1.5752	1.038	2.0712
0	295 m/(s^2)	-0.0281	Robotics Engineering	reptile	0.0129	0.624	-1.054	401	-815	0.3253	0.6738	-0.3806
1	681 m/(s^2)	0.4352	Applied Mathematics	dog, bird	1.6948	0.979	1.2757	n/a	111	1.5403	0.5839	1.0795
1	1933 m/(s^2)	1.0119	cOMPUTER sCIENCE	dog, cat	0.25	0.6702	0.0149	?	-281	-0.7505	1.6122	-0.214
1	757 m/(s^2)	-0.7989	Computer Science	bird	-0.5042	0.7442	-0.8785	830	442	0.6581	-0.1846	1.0374
3	1002 m/(s^2)	1.5144	Natural Language Processing	RABBIT	0.8018	-1.2116	-0.7551	-26	-1201	0.9549	0.4834	1.0576
2	1093 m/(s^2)	0.1748	Human Computer Interaction	fish	1.046	1.5473	1.1493	481	4018	0.8848	-2.0097	1.0226
1	230 m/(s^2)	1.004	Computer Science	dog	0.7523	-1.6727	-0.2705	455	-321	0.1856	-0.045	0.661
1	1790 m/(s^2)	-0.5042	Natural Language Processing	dog, bird	-2.1211	0.5462	1.1206	1273	-633	-0.1262	0.7057	0.898
1	-1507 m/(s^2)	0.2117	COMPUTER SCIENCE	dog	0.5866	0.4967	-1.09	548	-1218	-0.0238	1.2639	-0.0618
1	662 m/(s^2)	0.801	Computer Science	reptile	0.0342	0.1627	-0.1927	897	-1093	0.8017	1.1912	2.2278
4	-65 m/(s^2)	0.9668	Games and Playable Media	guinea pig	0.9777	-0.3751	0.9151	224	1605	0.9319	0.0079	0.2606
2	-1018 m/(s^2)	1.3513	Biotechnology	pig, rat, fish	1.1008	0.3085	0.2926	587	-56	-0.2852	0.4534	0.8359
2	1336 m/(s^2)	0.7191	Human Computer Interaction	ferret	0.4412	0.7792	1.1527	435	-362	1.806	-0.604	-1.12
2	1464 m/(s^2)	1.1609	Human Computer Interaction	pig, ferret	1.3987	0.6445	1.3603	1123	633	1.8134	1.1221	1.6741
1	-22 m/(s^2)	0.2305	Applied Mathematics	cat, dog	1.893	1.1668	0.4747	1273	-154	0.1916	1.1287	1.0838
3	-1433 m/(s^2)	-0.0993	Human Computer Interaction	chicken	0.2382	1.0662	0.8406	2734	560	2.1645	-0.1026	-0.271
3	-942 m/(s^2)	-0.1653	Bioinformatics	chicken	0.5594	0.4911	0.3801	-265	-182	1.5307	-1.5557	0.5951
3	1156 m/(s^2)	0.8556	Electrical Engineering	rabbit	0.1906	0.5922	0.5183	1396	411	1.2997	-0.1472	0.4379
4	822 m/(s^2)	0.0266	Computer Game Design	hamster	0.0899	-0.1852	0.039	1498	356	0.2586	1.3664	1.5607
3	1378 m/(s^2)	-1.0066	Electrical Engineering	chicken	1.3939	-0.4911	-1.6707	684	918	-0.3821	0.006	0.7424
2	460 m/(s^2)	1.5142	Computer Game Design	ferret	1.3648	1.0173	0.4885	515	1599	0.408	-0.2526	0.9453
1	323 m/(s^2)	0.6136	Computer Science	dog, bird	-0.0384	0.3916	0.8784	-230	24	-0.1494	0.241	0.6307
4	610 m/(s^2)	1.3766	Computational Media	guinea pig	-0.8762	0.4031	1.1201	172	1805	0.671	0.694	1.1028
4	749 m/(s^2)	0.1145	Games and Playable Media	hamster	1.0866	0.5965	-0.1343	1187	1972	0.1068	-0.3617	-0.5026
4	475 m/(s^2)	0.8735	Games and Playable Media	guinea pig	1.4421	0.8808	0.5053	1341	-742	-0.2423	0.9113	1.5791
0	1678 m/(s^2)	-0.4471	Statistics	reptile	0.8089	-0.0665	0.1642	939	28	-0.1125	0.2043	1.8719
3	311 m/(s^2)	0.1231	Electrical Engineering	chicken	0.0813	0.2208	0.4399	1596	-682	-0.4698	-0.121	2.9004
4	655 m/(s^2)	-0.1546	Games and Playable Media	guinea pig	-0.1433	1.1862	-0.1007	1871	-91	-1.0688	0.477	1.3975
1	1604 m/(s^2)	-0.0505	Computer Science	dog, bird	0.9878	0.6367	-1.0018	458	-775	1.6683	0.3033	0.8268
1	-187 m/(s^2)	1.5634	Applied Mathematics	bird, dog	0.4069	0.7736	0.379	114	494	1.0392	0.1646	-0.9295
0	2097 m/(s^2)	0.5315	computer engineering	reptile	-1.1114	0.1952	-0.1172	434	-310	0.8057	-0.0131	1.9664
0	63 m/(s^2)	0.7271	Computer Engineering	reptile	-0.1479	1.4241	0.2315	680	95	-0.4513	0.1826	0.0648
2	960 m/(s^2)	0.8771	Technology and Information Management	fish, pig	1.1211	-1.6213	1.5808	571	-384	0.8945	0.1995	0.0149
2	553 m/(s^2)	0.6859	Human Computer Interaction	ferret, pig	0.8938	1.1154	-0.0181	327	1394	-0.2205	1.0804	0.6431
3	1587 m/(s^2)	0.8145	Electrical Engineering	chicken	0.2941	-0.0548	0.1846	-189	-868	0.0731	1.0108	1.9958
3	-91 m/(s^2)	1.3261	Natural Language Processing	chicken	1.5774	-1.3292	1.0486	-554	-253	-0.4596	-0.575	0.2113
0	-2318 m/(s^2)	0.7125	Robotics Engineering	reptile	1.3867	-0.9384	-0.4634	883	354	-0.8814	1.5246	0.1359
2	-19 m/(s^2)	1.9034	Biotechnology	rat, ferret, fish	0.8403	0.5857	0.6612	-269	927	1.1916	-1.9072	0.6995
3	928 m/(s^2)	0.8894	Natural Language Processing	chicken	3.4866	0.4271	-0.5118	93	-4	1.1637	0.0523	0.8162
0	-372 m/(s^2)	-0.4633	Computer Engineering	reptile	-0.017	-1.0578	-0.0957	196	-1424	1.6064	2.0675	1.5362
0	-225 m/(s^2)	0.8551	Computer Engineering	reptile	-0.0076	1.0995	0.3165	-269	907	-0.3595	1.3265	2.6965
3	-1183 m/(s^2)	1.5453	Electrical Engineering	chicken	1.1532	0.255	1.5935	1248	-279	-0.3611	0.9235	-0.445
0	1192 m/(s^2)	0.6906	Robotics Engineering	reptile	1.6215	-0.4569	0.5007	1163	-152	0.8123	0.903	1.553
1	-362 m/(s^2)	0.5704	Applied Mathematics	cat, dog	-0.2881	0.6825	0.5231	1988	-1327	0.4438	1.0655	-0.2703
3	1226 m/(s^2)	0.3072	Human Computer Interaction	chicken	1.0263	?	0.2727	-76	-664	0.7702	0.7328	0.1404
4	565 m/(s^2)	-0.0201	COMPUTATIONAL MEDIA	hamster	0.4954	0.4091	0.3853	1170	-559	0.511	0.7235	0.7148
0	589 m/(s^2)	-0.1256	Bioengineering	reptile	0.5205	1.3006	-0.2912	537	-750	0.7209	1.1401	0.4433
1	1674 m/(s^2)	1.0864	Applied Mathematics	dog, bird	0.2168	-0.0595	0.9977	1300	-206	0.0592	1.5752	-0.7793
2	85 m/(s^2)	0.4167	Human Computer Interaction	pig, rat, ferret	-0.3654	-0.0402	0.7126	941	2511	1.6242	0.4313	1.8156
1	1059 m/(s^2)	-0.1631	Applied Mathematics	cat, dog	1.7881	-0.3797	0.6087	608	-417	0.3796	1.1211	0.2968
2	262 m/(s^2)	1.3427	Technology and Information Management	ferret, fish	0.4951	0.9356	0.2631	-47	-130	1.245	-1.1683	1.3283
3	-317 m/(s^2)	1.3545	Electrical Engineering	rabbit	1.3639	0.3744	0.6758	1500	674	-0.2895	0.7121	-0.4479
